method,kT,stacking,disregistry,d,energy,energy_inf
KC-QMC,4.0,AB,0.0,5.62,19.430191502760863,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.63,19.4638112206012,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.64,19.49707840170595,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.65,19.5299965023587,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.66,19.562568941997597,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.67,19.594799103448167,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.68,19.626690333039733,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.69,19.658245941303903,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.7,19.68946920259623,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.71,19.720363355852896,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.72,19.750931604590733,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.73,19.78117711743107,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.74,19.81110302815796,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.75,19.8407124360092,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.76,19.870008405967383,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.77,19.89899396916735,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.78,19.9276721230126,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.79,19.956045831524534,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.8,19.98411802542978,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.81,20.01189160294598,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.82,20.039369429461658,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.83,20.066554338030983,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.84,20.093449129839428,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.85,20.120056574291084,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.86,20.146379409270594,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.87,20.1724203415215,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.88,20.198182046879083,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.89,20.223667170503177,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.9,20.24887832714012,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.91,20.273818101501092,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.92,20.298489048494957,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.93,20.322893693490187,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.94,20.347034532460384,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.95,20.370914032508153,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.96,20.394534631835995,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.97,20.417898740328383,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.98,20.44100873952266,-154.5893676485416
KC-QMC,4.0,AB,0.0,5.99,20.463866983132903,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.0,20.486475797049934,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.01,20.508837479748763,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.02,20.53095430272515,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.03,20.55282851032098,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.04,20.57446232030634,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.05,20.595857924141455,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.06,20.61701748694759,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.07,20.63794314811821,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.08,20.658637021289906,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.09,20.67910119469161,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.1,20.699337731435662,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.11,20.719348669721512,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.12,20.739136022981256,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.13,20.758701780287083,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.14,20.77804790646769,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.15,20.797176342399325,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.16,20.81608900509309,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.17,20.83478778830613,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.18,20.853274562279694,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.19,20.871551174292108,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.2,20.88961944874609,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.21,20.90748118754709,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.22,20.925138169928687,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.23,20.94259215335478,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.24,20.95984487296664,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.25,20.976898042368703,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.26,20.993753353512147,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.27,21.010412477102363,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.28,21.026877062598942,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.29,21.043148738739546,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.3,21.059229113394395,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.31,21.075119773857296,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.32,21.090822287311312,-154.5893676485416
KC-QMC,4.0,AB,0.0,6.33,21.106338200625032,-154.5893676485416
